fifa_player_id,fotmob_player_id,season_name,fotmob_tournament_id,appearances,goals,assists,fotmob_rating,minutes_played,chances_created,big_chances_created,dribbles,successful_dribbles_pct,duels_won,duels_won_pct,touches,touches_opp_box,defensive_contributions,tackles,fouls_committed,xg_against_on_pitch,yellow_cards,red_cards
418548,843040,2026,24254,1.0,0.0,1.0,7.19,71.0,1.0,0.0,2.0,0.0,2.0,50.0,54.0,3.0,1.0,1.0,0.0,0.74,0,0
368649,361757,2026,24254,1.0,0.0,0.0,7.1,90.0,0.0,0.0,3.0,66.7,5.0,41.7,99.0,2.0,7.0,2.0,2.0,0.87,0,0
441149,1061249,2026,24254,1.0,0.0,0.0,6.77,83.0,0.0,0.0,1.0,100.0,1.0,25.0,134.0,0.0,1.0,0.0,1.0,0.87,0,0
433195,1158945,2026,24254,1.0,0.0,0.0,6.64,72.0,0.0,0.0,2.0,50.0,6.0,46.2,88.0,6.0,2.0,1.0,0.0,0.74,0,0
485081,1185336,2026,24254,1.0,0.0,0.0,6.36,45.0,2.0,0.0,1.0,0.0,1.0,20.0,37.0,5.0,1.0,1.0,1.0,,0,0
336022,303919,2026,24254,1.0,0.0,0.0,6.38,90.0,0.0,0.0,0.0,,1.0,100.0,72.0,0.0,3.0,0.0,0.0,0.51,0,0
403049,710159,2026,24254,1.0,0.0,0.0,6.07,90.0,0.0,0.0,0.0,,3.0,37.5,79.0,3.0,0.0,0.0,1.0,0.7,0,0
463780,1300526,2026,24254,1.0,0.0,0.0,6.75,90.0,2.0,0.0,3.0,100.0,5.0,50.0,64.0,3.0,1.0,0.0,1.0,0.7,0,0
433097,654096,2026,24254,1.0,0.0,1.0,7.63,72.0,4.0,1.0,1.0,100.0,2.0,50.0,52.0,2.0,0.0,0.0,1.0,0.37,0,0
369434,263653,2026,24254,1.0,0.0,0.0,6.47,87.0,0.0,0.0,0.0,,4.0,57.1,71.0,0.0,2.0,1.0,1.0,0.49,0,0
405841,844425,2026,24254,1.0,0.0,0.0,,3.0,0.0,0.0,0.0,,0.0,,7.0,0.0,0.0,0.0,0.0,,0,0
448196,961995,2026,24254,1.0,0.0,1.0,7.49,18.0,1.0,0.0,1.0,100.0,2.0,100.0,12.0,0.0,2.0,0.0,0.0,,0,0
481610,1089691,2026,24254,1.0,0.0,1.0,7.98,90.0,1.0,1.0,0.0,,6.0,54.5,70.0,1.0,8.0,2.0,3.0,0.7,0,0
369419,194165,2026,24254,1.0,2.0,0.0,9.01,90.0,2.0,0.0,0.0,,4.0,44.4,35.0,9.0,3.0,1.0,2.0,0.7,0,0
448202,1077894,2026,24254,1.0,1.0,0.0,8.3,80.0,1.0,0.0,1.0,100.0,5.0,71.4,41.0,6.0,5.0,3.0,0.0,0.44,0,0
401470,696365,2026,24254,1.0,1.0,0.0,7.16,18.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,,0,0
