match_number,espn_match_id,fifa_match_id,fifa_id_ifes,seed_match_id,kickoff_utc,kickoff_local,date_et,kickoff_et,stage,espn_season_slug,home_nation_id,away_nation_id,fifa_home_team_id,fifa_away_team_id,fifa_home_tactics,fifa_away_tactics,stadium_id,fifa_stadium_id,espn_venue_name,venue_string,status,home_score,away_score,fifa_attendance,fifa_referee_id,fifa_referee_country,fifa_referee_name,espn_status_raw,espn_notes,stadium_capacity,roof_type,surface,local_date,local_hour,temperature_c,apparent_temp_c,humidity_pct,home_confederation,home_group,home_pot,home_fifa_rank,home_squad_valuation_m_eur,home_is_host,home_espn_team_id,home_fotmob_team_id,home_tm_team_id,home_all_names,away_confederation,away_group,away_pot,away_fifa_rank,away_squad_valuation_m_eur,away_is_host,away_espn_team_id,away_fotmob_team_id,away_tm_team_id,away_all_names,referee_referee_id,referee_confederation,referee_flag_iso,referee_nation_id,referee_fm_id,referee_slug,referee_fm_url,volume_moneyline,volume_other
70,760482,400021500,151671,66.0,2026-06-27 23:30:00+00:00,2026-06-27 17:30:00-06:00,2026-06-27,19:30,group_k,group-stage,COD,UZB,20014,44005,,,mercedes,400098290,Mercedes-Benz Stadium,"Mercedes-Benz Stadium, Atlanta",scheduled,0,0,,,,,STATUS_SCHEDULED,,71000,retractable,grass_overlay,2026-06-27,19.0,33.7,33.6,35.0,CAF,K,3.0,52.0,120.0,False,2850,6321.0,3854.0,"['DR Congo' 'Congo DR' 'dr congo' 'congo dr'
 'democratic republic of congo' 'congo democratic republic']",AFC,K,4.0,57.0,55.0,False,2570,8700.0,3563.0,['Uzbekistan'],,,,,,,,45413.00041600004,11803.710399000003
71,760484,400021497,151666,59.0,2026-06-28 02:00:00+00:00,2026-06-27 20:00:00-06:00,2026-06-27,22:00,group_j,group-stage,ALG,AUT,43843,43934,,,arrowhead,400254717,GEHA Field at Arrowhead Stadium,"Arrowhead Stadium, Kansas City",scheduled,0,0,,,,,STATUS_SCHEDULED,,76416,open,grass,2026-06-27,21.0,26.3,27.4,77.0,CAF,J,2.0,36.0,230.0,False,624,6317.0,3614.0,['Algeria'],UEFA,J,3.0,25.0,310.0,False,474,8255.0,3383.0,['Austria'],,,,,,,,80921.13295999999,11015.843891
72,760483,400021495,151665,60.0,2026-06-28 02:00:00+00:00,2026-06-27 20:00:00-06:00,2026-06-27,22:00,group_j,group-stage,JOR,ARG,43820,43922,,,att,400257526,AT&T Stadium,"AT&T Stadium, Arlington",scheduled,0,0,,,,,STATUS_SCHEDULED,,80000,retractable,grass_overlay,2026-06-27,21.0,32.2,31.9,49.0,AFC,J,4.0,64.0,30.0,False,2917,5816.0,15737.0,['Jordan'],CONMEBOL,J,1.0,1.0,620.0,False,202,6706.0,3437.0,['Argentina'],,,,,,,,67863.376456,9474.634917000001
73,760486,,,,2026-06-28 19:00:00+00:00,2026-06-28 13:00:00-06:00,2026-06-28,,r32,round-of-32,,,,,,,sofi,,SoFi Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,70240,fixed,grass,2026-06-28,12.0,21.8,21.4,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,760487,,,,2026-06-29 17:00:00+00:00,2026-06-29 11:00:00-06:00,2026-06-29,,r32,round-of-32,,,,,,,nrg,,NRG Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,72220,retractable,grass_overlay,2026-06-29,12.0,34.2,36.8,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,760489,,,,2026-06-29 20:30:00+00:00,2026-06-29 14:30:00-06:00,2026-06-29,,r32,round-of-32,GER,,,,,,gillette,,Gillette Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,65878,open,grass_overlay,2026-06-29,16.0,29.4,28.3,29.0,UEFA,E,1.0,9.0,1000.0,False,481,8570.0,3262.0,['Germany'],,,,,,,,,,,,,,,,,,,
76,760488,,,,2026-06-30 01:00:00+00:00,2026-06-29 19:00:00-06:00,2026-06-29,,r32,round-of-32,,,,,,,bbva,,Estadio BBVA,,scheduled,0,0,,,,,STATUS_SCHEDULED,,53500,open,grass,2026-06-29,19.0,32.7,28.8,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,760490,,,,2026-06-30 17:00:00+00:00,2026-06-30 11:00:00-06:00,2026-06-30,,r32,round-of-32,,,,,,,att,,AT&T Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,80000,retractable,grass_overlay,2026-06-30,12.0,33.3,35.4,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,760492,,,,2026-06-30 21:00:00+00:00,2026-06-30 15:00:00-06:00,2026-06-30,,r32,round-of-32,,,,,,,metlife,,MetLife Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,82500,open,grass_overlay,2026-06-30,17.0,29.0,28.2,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,760491,,,,2026-07-01 01:00:00+00:00,2026-06-30 19:00:00-06:00,2026-06-30,,r32,round-of-32,MEX,,,,,,azteca,,Estadio Banorte,,scheduled,0,0,,,,,STATUS_SCHEDULED,,87523,open,grass,2026-06-30,19.0,15.8,15.9,87.0,CONCACAF,A,1.0,14.0,240.0,True,203,6710.0,6303.0,['Mexico'],,,,,,,,,,,,,,,,,,,
80,760495,,,,2026-07-01 16:00:00+00:00,2026-07-01 10:00:00-06:00,2026-07-01,,r32,round-of-32,,,,,,,mercedes,,Mercedes-Benz Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,71000,retractable,grass_overlay,2026-07-01,12.0,30.7,33.6,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,760493,,,,2026-07-01 20:00:00+00:00,2026-07-01 14:00:00-06:00,2026-07-01,,r32,round-of-32,,,,,,,lumen,,Lumen Field,,scheduled,0,0,,,,,STATUS_SCHEDULED,,68740,open,grass_overlay,2026-07-01,13.0,24.5,25.3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,760494,,,,2026-07-02 00:00:00+00:00,2026-07-01 18:00:00-06:00,2026-07-01,,r32,round-of-32,USA,,,,,,levis,,Levi's Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,68500,open,grass,2026-07-01,17.0,34.9,31.4,12.0,CONCACAF,D,1.0,16.0,320.0,True,660,6713.0,3505.0,['United States' 'USA' 'united states' 'usa' 'united states of america'],,,,,,,,,,,,,,,,,,,
83,760497,,,,2026-07-02 19:00:00+00:00,2026-07-02 13:00:00-06:00,2026-07-02,,r32,round-of-32,,,,,,,sofi,,SoFi Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,70240,fixed,grass,2026-07-02,12.0,24.5,25.3,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,760496,,,,2026-07-02 23:00:00+00:00,2026-07-02 17:00:00-06:00,2026-07-02,,r32,round-of-32,,,,,,,bmo,,BMO Field,,scheduled,0,0,,,,,STATUS_SCHEDULED,,45500,open,grass_overlay,2026-07-02,19.0,26.9,25.3,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,760498,,,,2026-07-03 03:00:00+00:00,2026-07-02 21:00:00-06:00,2026-07-02,,r32,round-of-32,,,,,,,bcplace,,BC Place,,scheduled,0,0,,,,,STATUS_SCHEDULED,,54500,retractable,grass_overlay,2026-07-02,20.0,19.9,19.1,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,760499,,,,2026-07-03 18:00:00+00:00,2026-07-03 12:00:00-06:00,2026-07-03,,r32,round-of-32,,,,,,,att,,AT&T Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,80000,retractable,grass_overlay,2026-07-03,13.0,35.2,38.6,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,760500,,,,2026-07-03 22:00:00+00:00,2026-07-03 16:00:00-06:00,2026-07-03,,r32,round-of-32,,,,,,,hardrock,,Hard Rock Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,65326,open,grass,2026-07-03,18.0,31.7,33.5,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,760501,,,,2026-07-04 01:30:00+00:00,2026-07-03 19:30:00-06:00,2026-07-03,,r32,round-of-32,,,,,,,arrowhead,,GEHA Field at Arrowhead Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,76416,open,grass,2026-07-03,20.0,28.1,34.2,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,760502,,,,2026-07-04 17:00:00+00:00,2026-07-04 11:00:00-06:00,2026-07-04,,r16,round-of-16,,,,,,,nrg,,NRG Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,72220,retractable,grass_overlay,2026-07-04,12.0,32.8,37.5,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,760503,,,,2026-07-04 21:00:00+00:00,2026-07-04 15:00:00-06:00,2026-07-04,,r16,round-of-16,,,,,,,lincoln,,Lincoln Financial Field,,scheduled,0,0,,,,,STATUS_SCHEDULED,,69879,open,grass,2026-07-04,17.0,22.1,23.1,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,760504,,,,2026-07-05 20:00:00+00:00,2026-07-05 14:00:00-06:00,2026-07-05,,r16,round-of-16,,,,,,,metlife,,MetLife Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,82500,open,grass_overlay,2026-07-05,16.0,25.9,23.2,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,760505,,,,2026-07-06 00:00:00+00:00,2026-07-05 18:00:00-06:00,2026-07-05,,r16,round-of-16,,,,,,,azteca,,Estadio Banorte,,scheduled,0,0,,,,,STATUS_SCHEDULED,,87523,open,grass,2026-07-05,18.0,16.0,16.7,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,760506,,,,2026-07-06 19:00:00+00:00,2026-07-06 13:00:00-06:00,2026-07-06,,r16,round-of-16,,,,,,,att,,AT&T Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,80000,retractable,grass_overlay,2026-07-06,14.0,38.9,40.8,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,760507,,,,2026-07-07 00:00:00+00:00,2026-07-06 18:00:00-06:00,2026-07-06,,r16,round-of-16,,,,,,,lumen,,Lumen Field,,scheduled,0,0,,,,,STATUS_SCHEDULED,,68740,open,grass_overlay,2026-07-06,17.0,29.3,27.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,760509,,,,2026-07-07 16:00:00+00:00,2026-07-07 10:00:00-06:00,2026-07-07,,r16,round-of-16,,,,,,,mercedes,,Mercedes-Benz Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,71000,retractable,grass_overlay,2026-07-07,12.0,27.7,31.6,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,760508,,,,2026-07-07 20:00:00+00:00,2026-07-07 14:00:00-06:00,2026-07-07,,r16,round-of-16,,,,,,,bcplace,,BC Place,,scheduled,0,0,,,,,STATUS_SCHEDULED,,54500,retractable,grass_overlay,2026-07-07,13.0,21.2,21.9,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,760510,,,,2026-07-09 20:00:00+00:00,2026-07-09 14:00:00-06:00,2026-07-09,,qf,quarterfinals,,,,,,,gillette,,Gillette Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,65878,open,grass_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,760511,,,,2026-07-10 19:00:00+00:00,2026-07-10 13:00:00-06:00,2026-07-10,,qf,quarterfinals,,,,,,,sofi,,SoFi Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,70240,fixed,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,760512,,,,2026-07-11 21:00:00+00:00,2026-07-11 15:00:00-06:00,2026-07-11,,qf,quarterfinals,,,,,,,hardrock,,Hard Rock Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,65326,open,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,760513,,,,2026-07-12 01:00:00+00:00,2026-07-11 19:00:00-06:00,2026-07-11,,qf,quarterfinals,,,,,,,arrowhead,,GEHA Field at Arrowhead Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,76416,open,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,760514,,,,2026-07-14 19:00:00+00:00,2026-07-14 13:00:00-06:00,2026-07-14,,sf,semifinals,,,,,,,att,,AT&T Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,80000,retractable,grass_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,760515,,,,2026-07-15 19:00:00+00:00,2026-07-15 13:00:00-06:00,2026-07-15,,sf,semifinals,,,,,,,mercedes,,Mercedes-Benz Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,71000,retractable,grass_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,760516,,,,2026-07-18 21:00:00+00:00,2026-07-18 15:00:00-06:00,2026-07-18,,third_place,3rd-place-match,,,,,,,hardrock,,Hard Rock Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,65326,open,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,760517,,,,2026-07-19 19:00:00+00:00,2026-07-19 13:00:00-06:00,2026-07-19,,final,final,,,,,,,metlife,,MetLife Stadium,,scheduled,0,0,,,,,STATUS_SCHEDULED,,82500,open,grass_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
